title,category,publish-date,abstract,first-keyword,second-keyword,third-keyword,fourth-keyword,fifth-keyword,sixth-keyword,seventh-keyword,eighth-keyword,language,author,affiliation
Towards Inclusive Avatars: A Study on Self-Representation in Virtual Environments,Anais,2024,"Avatars, digital representations of users in virtual environments, play a central role online, especially in the emerging context of the Metaverse. The customization of avatars provides individuals with the capability to craft personalized depictions, yet the process of self-representation is intricately influenced by various factors, encompassing identity, self-expression, and contextual considerations. However, there are gaps in research on the inclusive representation of avatars. This study investigates self-representation through avatars in virtual environments. We collected data through an online questionnaire with 133 participants. The findings are promising and underscore the need to make avatars more inclusive and representative, promoting diversity in virtual environments.",Avatar,Self-representation,Avatar Customization,Vulnerable Identities,Inclusive Avatars,,,,Inglês,vaninha vieira,UFBA
Compreendendo o Impacto de Processos de Reestruturação Organizacional na Dinâmica de Grupos de Trabalho,Anais,2024,"Organizações e pessoas convivem em uma dinâmica sistêmica, formando um caleidoscópio de interrelacionamentos. Assim, ao pensar um processo de reestruturação organizacional, é necessário considerar impactos para além da perspectiva administrativa-financeira. Há de se considerar a condição humana individual e social, o ambiente de trabalho e o funcionamento das equipes de trabalho. Este artigo apresenta alguns conceitos identificados durante a realização de um mapeamento sistemático de literatura sobre o Impacto de Processos de Reestruturação Organizacional na Dinâmica de Grupos de Trabalho, e discute as relações observadas entre eles.",Reestruturação Organizacional,Equipes de trabalho,Colaboração,Compartilhamento de Conhecimento,,,,,Português,rafael g. barradas,UNIRIO
Compreendendo o Impacto de Processos de Reestruturação Organizacional na Dinâmica de Grupos de Trabalho,Anais,2024,"Organizações e pessoas convivem em uma dinâmica sistêmica, formando um caleidoscópio de interrelacionamentos. Assim, ao pensar um processo de reestruturação organizacional, é necessário considerar impactos para além da perspectiva administrativa-financeira. Há de se considerar a condição humana individual e social, o ambiente de trabalho e o funcionamento das equipes de trabalho. Este artigo apresenta alguns conceitos identificados durante a realização de um mapeamento sistemático de literatura sobre o Impacto de Processos de Reestruturação Organizacional na Dinâmica de Grupos de Trabalho, e discute as relações observadas entre eles.",Reestruturação Organizacional,Equipes de trabalho,Colaboração,Compartilhamento de Conhecimento,,,,,Português,bruna diirr,UNIRIO
Bridging the Gap in Code Reviews: A Large Language Model-based Proposal for Global Development Teams,Anais,2024,"Revisões de código são cruciais para melhorar a qualidade do software e a aderência a princípios de design. Contudo, são desafiadas por questões como diferenças de fuso horário e idioma em equipes globais. Este artigo apresenta um bot de revisão automatizado que usa Modelos de Linguagem de Grande Escala, especificamente o GPT-4, para impor os princípios SOLID em revisões, agilizando o processo, buscando assim minimizar obstáculos de comunicação e oferece insights educacionais, especialmente para desenvolvedores novatos. Exploramos o design do bot, sua integração com o ChatGPT (GPT-4) e impactos potenciais, comparando-o com soluções existentes destacando seus benefícios e possíveis limitações.",LLM,Revisão de Código,AI,,,,,,Português,gustavo martins,Sidia Instituto de Ciência e Tecnologia
Bridging the Gap in Code Reviews: A Large Language Model-based Proposal for Global Development Teams,Anais,2024,"Revisões de código são cruciais para melhorar a qualidade do software e a aderência a princípios de design. Contudo, são desafiadas por questões como diferenças de fuso horário e idioma em equipes globais. Este artigo apresenta um bot de revisão automatizado que usa Modelos de Linguagem de Grande Escala, especificamente o GPT-4, para impor os princípios SOLID em revisões, agilizando o processo, buscando assim minimizar obstáculos de comunicação e oferece insights educacionais, especialmente para desenvolvedores novatos. Exploramos o design do bot, sua integração com o ChatGPT (GPT-4) e impactos potenciais, comparando-o com soluções existentes destacando seus benefícios e possíveis limitações.",LLM,Revisão de Código,AI,,,,,,Português,emiliandro firmino,Sidia Instituto de Ciência e Tecnologia
Meu time vai bem? Dashboards para acompanhamento de times de desenvolvimento de software,Anais,2024,"A colaboração desempenha um papel fundamental no desenvolvimento de software, especialmente ao considerar a necessidade de acompanhar métricas de qualidade em ambientes ágeis. A fragmentação de dados pode apresentar desafios, mas esta pesquisa explora como os dashboards podem ser uma ferramenta vital para apoiar equipes de qualidade na monitorização do produto. Métricas relevantes foram identificadas por meio de entrevistas semiestruturadas, enquanto um grupo de discussão e um formulário TAM foram utilizados para coletar feedback ao longo de três semanas. Os resultados não apenas contribuem para a inteligência de negócios e gestão da qualidade, mas também ressaltam a eficácia do painel como uma solução colaborativa. Esta pesquisa não só abre novas oportunidades para estudos futuros, mas também destaca a importância de melhorias contínuas visando uma maior replicabilidade, fortalecendo assim a abordagem colaborativa no desenvolvimento de software.",dashboards,avaliação de times,desenvolvimento de software,,,,,,Português,matheus ferreira,UFAM
Meu time vai bem? Dashboards para acompanhamento de times de desenvolvimento de software,Anais,2024,"A colaboração desempenha um papel fundamental no desenvolvimento de software, especialmente ao considerar a necessidade de acompanhar métricas de qualidade em ambientes ágeis. A fragmentação de dados pode apresentar desafios, mas esta pesquisa explora como os dashboards podem ser uma ferramenta vital para apoiar equipes de qualidade na monitorização do produto. Métricas relevantes foram identificadas por meio de entrevistas semiestruturadas, enquanto um grupo de discussão e um formulário TAM foram utilizados para coletar feedback ao longo de três semanas. Os resultados não apenas contribuem para a inteligência de negócios e gestão da qualidade, mas também ressaltam a eficácia do painel como uma solução colaborativa. Esta pesquisa não só abre novas oportunidades para estudos futuros, mas também destaca a importância de melhorias contínuas visando uma maior replicabilidade, fortalecendo assim a abordagem colaborativa no desenvolvimento de software.",dashboards,avaliação de times,desenvolvimento de software,,,,,,Português,bruno gadelha,UFAM
Perfil de Participantes em Grupo de Dúvidas no Telegram: Estudo Inicial,Anais,2024,"Muitos interessados em Ciência de Dados usam aplicativos de mensagens como o Telegram para tirar dúvidas, mas o motivo dessa escolha ainda não está claro. Compreender quem são essas pessoas e quais são seus objetivos pode direcionar a uma melhor compreensão dessas comunidades e do uso do aplicativo. Em um estudo exploratório, analisamos um grupo do Telegram focado em dúvidas sobre Ciência de Dados e caracterizamos 473 participantes. Descobrimos que o Telegram é uma importante ferramenta para usuários iniciantes e que muitos deles estão em busca de migração de carreira.",Telegram,mensagens instantâneas,grupos de discussão,perfil,,,,,Português,leonardo gargano,UFRJ
Perfil de Participantes em Grupo de Dúvidas no Telegram: Estudo Inicial,Anais,2024,"Muitos interessados em Ciência de Dados usam aplicativos de mensagens como o Telegram para tirar dúvidas, mas o motivo dessa escolha ainda não está claro. Compreender quem são essas pessoas e quais são seus objetivos pode direcionar a uma melhor compreensão dessas comunidades e do uso do aplicativo. Em um estudo exploratório, analisamos um grupo do Telegram focado em dúvidas sobre Ciência de Dados e caracterizamos 473 participantes. Descobrimos que o Telegram é uma importante ferramenta para usuários iniciantes e que muitos deles estão em busca de migração de carreira.",Telegram,mensagens instantâneas,grupos de discussão,perfil,,,,,Português,gabriel f. pereira,UFF
Perfil de Participantes em Grupo de Dúvidas no Telegram: Estudo Inicial,Anais,2024,"Muitos interessados em Ciência de Dados usam aplicativos de mensagens como o Telegram para tirar dúvidas, mas o motivo dessa escolha ainda não está claro. Compreender quem são essas pessoas e quais são seus objetivos pode direcionar a uma melhor compreensão dessas comunidades e do uso do aplicativo. Em um estudo exploratório, analisamos um grupo do Telegram focado em dúvidas sobre Ciência de Dados e caracterizamos 473 participantes. Descobrimos que o Telegram é uma importante ferramenta para usuários iniciantes e que muitos deles estão em busca de migração de carreira.",Telegram,mensagens instantâneas,grupos de discussão,perfil,,,,,Português,adriana s. vivacqua,UFRJ
Colaboração com Assistente de Codificação Baseado em IA: Benefícios e Desafios,Anais,2024,"Este Anais Estendidos tem como objetivo explorar a colaboração entre engenheiros de software e assistentes inteligentes baseados em (IA) no âmbito do desenvolvimento de software. Adotando uma metodologia de pesquisa que incluiu entrevistas com 14 profissionais da área de software, buscamos compreender as percepções e experiências desses no uso de assistentes inteligentes em seus ambientes de trabalho. Os resultados preliminares destacam tanto os benefícios quanto os desafios inerentes ao emprego dessas tecnologias. Neste contexto, a contribuição deste estudo reside na identificação dos fatores que permeiam a colaboração com assistentes inteligentes. Como resultado, os profissionais podem maximizar os benefícios dessa colaboração, desde que estejam cientes dos desafios associados.",Colaboração com IA,Assistentes de Codificação,Percepção de profissionais de Software,,,,,,Português,wendy mendes,UFPA
Colaboração com Assistente de Codificação Baseado em IA: Benefícios e Desafios,Anais,2024,"Este Anais Estendidos tem como objetivo explorar a colaboração entre engenheiros de software e assistentes inteligentes baseados em (IA) no âmbito do desenvolvimento de software. Adotando uma metodologia de pesquisa que incluiu entrevistas com 14 profissionais da área de software, buscamos compreender as percepções e experiências desses no uso de assistentes inteligentes em seus ambientes de trabalho. Os resultados preliminares destacam tanto os benefícios quanto os desafios inerentes ao emprego dessas tecnologias. Neste contexto, a contribuição deste estudo reside na identificação dos fatores que permeiam a colaboração com assistentes inteligentes. Como resultado, os profissionais podem maximizar os benefícios dessa colaboração, desde que estejam cientes dos desafios associados.",Colaboração com IA,Assistentes de Codificação,Percepção de profissionais de Software,,,,,,Português,samara souza,UFPA
Colaboração com Assistente de Codificação Baseado em IA: Benefícios e Desafios,Anais,2024,"Este Anais Estendidos tem como objetivo explorar a colaboração entre engenheiros de software e assistentes inteligentes baseados em (IA) no âmbito do desenvolvimento de software. Adotando uma metodologia de pesquisa que incluiu entrevistas com 14 profissionais da área de software, buscamos compreender as percepções e experiências desses no uso de assistentes inteligentes em seus ambientes de trabalho. Os resultados preliminares destacam tanto os benefícios quanto os desafios inerentes ao emprego dessas tecnologias. Neste contexto, a contribuição deste estudo reside na identificação dos fatores que permeiam a colaboração com assistentes inteligentes. Como resultado, os profissionais podem maximizar os benefícios dessa colaboração, desde que estejam cientes dos desafios associados.",Colaboração com IA,Assistentes de Codificação,Percepção de profissionais de Software,,,,,,Português,cleidson souza,UFPA
Percepção dos Servidores e Docentes da Universidade Federal do Ceará - Campus de Russas sobre a Usabilidade do Sistema Eletrônico de Informações (SEI): Um Survey,Anais,2024,"No contexto da modernização, a gestão eficaz de processos e documentos é um elemento essencial para o funcionamento eficiente de, por exemplo, instituições de ensino superior. Nessa conjuntura, este artigo descreve uma pesquisa realizada com servidores e docentes da Universidade Federal do Ceará - Campus Russas para avaliar e compreender a percepção deles como usuários do Sistema Eletrônico de Informações. Foi utilizado um survey para coletar esses dados, tanto quantitativamente quanto qualitativamente. Por meio disso, foram obtidos resultados que forneceram considerações valiosas para aprimoramentos em relação à usabilidade do sistema, levando em consideração a percepção dos usuários do sistema.",Usabilidade,Sistema Eletrônico de Informações (SEI),Gestão de Processos,Percepção do Usuário,Interface do Sistema,,,,Português,denise r. a. carvalho,UFC
Percepção dos Servidores e Docentes da Universidade Federal do Ceará - Campus de Russas sobre a Usabilidade do Sistema Eletrônico de Informações (SEI): Um Survey,Anais,2024,"No contexto da modernização, a gestão eficaz de processos e documentos é um elemento essencial para o funcionamento eficiente de, por exemplo, instituições de ensino superior. Nessa conjuntura, este artigo descreve uma pesquisa realizada com servidores e docentes da Universidade Federal do Ceará - Campus Russas para avaliar e compreender a percepção deles como usuários do Sistema Eletrônico de Informações. Foi utilizado um survey para coletar esses dados, tanto quantitativamente quanto qualitativamente. Por meio disso, foram obtidos resultados que forneceram considerações valiosas para aprimoramentos em relação à usabilidade do sistema, levando em consideração a percepção dos usuários do sistema.",Usabilidade,Sistema Eletrônico de Informações (SEI),Gestão de Processos,Percepção do Usuário,Interface do Sistema,,,,Português,kauan d. b. sousa,UFC
Percepção dos Servidores e Docentes da Universidade Federal do Ceará - Campus de Russas sobre a Usabilidade do Sistema Eletrônico de Informações (SEI): Um Survey,Anais,2024,"No contexto da modernização, a gestão eficaz de processos e documentos é um elemento essencial para o funcionamento eficiente de, por exemplo, instituições de ensino superior. Nessa conjuntura, este artigo descreve uma pesquisa realizada com servidores e docentes da Universidade Federal do Ceará - Campus Russas para avaliar e compreender a percepção deles como usuários do Sistema Eletrônico de Informações. Foi utilizado um survey para coletar esses dados, tanto quantitativamente quanto qualitativamente. Por meio disso, foram obtidos resultados que forneceram considerações valiosas para aprimoramentos em relação à usabilidade do sistema, levando em consideração a percepção dos usuários do sistema.",Usabilidade,Sistema Eletrônico de Informações (SEI),Gestão de Processos,Percepção do Usuário,Interface do Sistema,,,,Português,marcos g. m. mauricio,UFC
Percepção dos Servidores e Docentes da Universidade Federal do Ceará - Campus de Russas sobre a Usabilidade do Sistema Eletrônico de Informações (SEI): Um Survey,Anais,2024,"No contexto da modernização, a gestão eficaz de processos e documentos é um elemento essencial para o funcionamento eficiente de, por exemplo, instituições de ensino superior. Nessa conjuntura, este artigo descreve uma pesquisa realizada com servidores e docentes da Universidade Federal do Ceará - Campus Russas para avaliar e compreender a percepção deles como usuários do Sistema Eletrônico de Informações. Foi utilizado um survey para coletar esses dados, tanto quantitativamente quanto qualitativamente. Por meio disso, foram obtidos resultados que forneceram considerações valiosas para aprimoramentos em relação à usabilidade do sistema, levando em consideração a percepção dos usuários do sistema.",Usabilidade,Sistema Eletrônico de Informações (SEI),Gestão de Processos,Percepção do Usuário,Interface do Sistema,,,,Português,anna b. marques,UFC
Percepção dos Servidores e Docentes da Universidade Federal do Ceará - Campus de Russas sobre a Usabilidade do Sistema Eletrônico de Informações (SEI): Um Survey,Anais,2024,"No contexto da modernização, a gestão eficaz de processos e documentos é um elemento essencial para o funcionamento eficiente de, por exemplo, instituições de ensino superior. Nessa conjuntura, este artigo descreve uma pesquisa realizada com servidores e docentes da Universidade Federal do Ceará - Campus Russas para avaliar e compreender a percepção deles como usuários do Sistema Eletrônico de Informações. Foi utilizado um survey para coletar esses dados, tanto quantitativamente quanto qualitativamente. Por meio disso, foram obtidos resultados que forneceram considerações valiosas para aprimoramentos em relação à usabilidade do sistema, levando em consideração a percepção dos usuários do sistema.",Usabilidade,Sistema Eletrônico de Informações (SEI),Gestão de Processos,Percepção do Usuário,Interface do Sistema,,,,Português,alexandre m. arruda,UFC
United for Humanity: Developing a Collaborative Model for Crowd Engagement in Crisis Recovery Campaigns,Anais,2024,"The response to humanitarian crises involves unpredictable challenges faced by aid agencies. This research explores collaboration among entities and crowd engagement in the recovery of communities affected by crises and emergencies, focusing on the collaborative aspects of crowdfunding platforms. Crowdfunding has proven effective in rapidly raising funds, increasing public awareness, and identifying assistance needs during emergencies. This work proposes the analysis of a crowdfunding platform to enhance crowd engagement and collaboration between citizens and response entities in crisis recovery campains.",Crowdsourcing,Collaboration,Crisis Recovery,,,,,,Inglês,luciane c. j. deus,UFRJ
United for Humanity: Developing a Collaborative Model for Crowd Engagement in Crisis Recovery Campaigns,Anais,2024,"The response to humanitarian crises involves unpredictable challenges faced by aid agencies. This research explores collaboration among entities and crowd engagement in the recovery of communities affected by crises and emergencies, focusing on the collaborative aspects of crowdfunding platforms. Crowdfunding has proven effective in rapidly raising funds, increasing public awareness, and identifying assistance needs during emergencies. This work proposes the analysis of a crowdfunding platform to enhance crowd engagement and collaboration between citizens and response entities in crisis recovery campains.",Crowdsourcing,Collaboration,Crisis Recovery,,,,,,Inglês,adriana s. vivacqua,UFRJ
United for Humanity: Developing a Collaborative Model for Crowd Engagement in Crisis Recovery Campaigns,Anais,2024,"The response to humanitarian crises involves unpredictable challenges faced by aid agencies. This research explores collaboration among entities and crowd engagement in the recovery of communities affected by crises and emergencies, focusing on the collaborative aspects of crowdfunding platforms. Crowdfunding has proven effective in rapidly raising funds, increasing public awareness, and identifying assistance needs during emergencies. This work proposes the analysis of a crowdfunding platform to enhance crowd engagement and collaboration between citizens and response entities in crisis recovery campains.",Crowdsourcing,Collaboration,Crisis Recovery,,,,,,Inglês,juliana b. s. franca,UFRJ
"Bisbilhotando vídeos ao vivo alheios do YouTube: observações, insights e caminhos aplicados a Seminários de Informática do ForPPGC-PR em 2023-2",Anais,2024,"Atualmente, na Revolução da Internet, as relações físicas são levadas ao ciberespaço, como as mídias sociais. Seus objetivos, são estudados e analisados por métricas, como a popularidade. No YouTube, apesar das métricas existentes, só são acessíveis aos administradores do canal; demais usuários devem recorrer a outros meios. Este trabalho propõe um sistema simples de monitoramento de vídeos ao vivo do YouTube por qualquer usuário. O sistema é aplicado ao semestre letivo 2023-2 do Fórum dos Programas de Pós-Graduação em Computação do Paraná. Observa-se que os espectadores começam a deixar a transmissão após cerca de uma hora e há uma diminuição do público ao vivo ao longo do semestre. Por fim, se discute possibilidades de trabalhos futuros.",YouTube,vídeos ao vivo,monitoramento,espectadores simultâneos,comportamento,estatísticas,,,Português,josiney souza,UFPR
"Bisbilhotando vídeos ao vivo alheios do YouTube: observações, insights e caminhos aplicados a Seminários de Informática do ForPPGC-PR em 2023-2",Anais,2024,"Atualmente, na Revolução da Internet, as relações físicas são levadas ao ciberespaço, como as mídias sociais. Seus objetivos, são estudados e analisados por métricas, como a popularidade. No YouTube, apesar das métricas existentes, só são acessíveis aos administradores do canal; demais usuários devem recorrer a outros meios. Este trabalho propõe um sistema simples de monitoramento de vídeos ao vivo do YouTube por qualquer usuário. O sistema é aplicado ao semestre letivo 2023-2 do Fórum dos Programas de Pós-Graduação em Computação do Paraná. Observa-se que os espectadores começam a deixar a transmissão após cerca de uma hora e há uma diminuição do público ao vivo ao longo do semestre. Por fim, se discute possibilidades de trabalhos futuros.",YouTube,vídeos ao vivo,monitoramento,espectadores simultâneos,comportamento,estatísticas,,,Português,marcos s. sunye,UFPR
Digital discrimination detection in ridesharing services,Anais,2024,"The introduction of technology has significantly transformed the urban transport industry, revealing social issues such as bias-driven trip cancellations. After a bibliographical review on how the topic is treated, we created an ontology and established the objective of analyzing digital discrimination, approaching it through the analysis of collective data, which can direct mechanisms to discourage discrimination in digital services. This study seeks to answer: RQ1: Is there evidence of digital discrimination in the shared transport service in the city of Rio de Janeiro? RQ2: Is it possible to identify the factors that lead to discrimination? RQ3: What are the key concepts related to detecting Digital Discrimination in a shared transport service?",Ontology,ridesharing service,crowd data,digital discrimination,,,,,Inglês,raquel t. paiva,UNIRIO
Digital discrimination detection in ridesharing services,Anais,2024,"The introduction of technology has significantly transformed the urban transport industry, revealing social issues such as bias-driven trip cancellations. After a bibliographical review on how the topic is treated, we created an ontology and established the objective of analyzing digital discrimination, approaching it through the analysis of collective data, which can direct mechanisms to discourage discrimination in digital services. This study seeks to answer: RQ1: Is there evidence of digital discrimination in the shared transport service in the city of Rio de Janeiro? RQ2: Is it possible to identify the factors that lead to discrimination? RQ3: What are the key concepts related to detecting Digital Discrimination in a shared transport service?",Ontology,ridesharing service,crowd data,digital discrimination,,,,,Inglês,wendy s. cataldo,UNIRIO
Digital discrimination detection in ridesharing services,Anais,2024,"The introduction of technology has significantly transformed the urban transport industry, revealing social issues such as bias-driven trip cancellations. After a bibliographical review on how the topic is treated, we created an ontology and established the objective of analyzing digital discrimination, approaching it through the analysis of collective data, which can direct mechanisms to discourage discrimination in digital services. This study seeks to answer: RQ1: Is there evidence of digital discrimination in the shared transport service in the city of Rio de Janeiro? RQ2: Is it possible to identify the factors that lead to discrimination? RQ3: What are the key concepts related to detecting Digital Discrimination in a shared transport service?",Ontology,ridesharing service,crowd data,digital discrimination,,,,,Inglês,ana c. b. garcia,UNIRIO
Digital discrimination detection in ridesharing services,Anais,2024,"The introduction of technology has significantly transformed the urban transport industry, revealing social issues such as bias-driven trip cancellations. After a bibliographical review on how the topic is treated, we created an ontology and established the objective of analyzing digital discrimination, approaching it through the analysis of collective data, which can direct mechanisms to discourage discrimination in digital services. This study seeks to answer: RQ1: Is there evidence of digital discrimination in the shared transport service in the city of Rio de Janeiro? RQ2: Is it possible to identify the factors that lead to discrimination? RQ3: What are the key concepts related to detecting Digital Discrimination in a shared transport service?",Ontology,ridesharing service,crowd data,digital discrimination,,,,,Inglês,carlos e. mello,UNIRIO
GestLab: Software de Gestão do Conhecimento e Processos Colaborativos no Contexto Universitário,Anais,2024,"A gestão de conhecimento proporciona a retenção do conhecimento ativo e isso engloba o mapeamento dos processos e o compartilhamento entre os interessados. Nesse contexto, o projeto LearningLab da Universidade Federal do Ceará, está construindo uma plataforma chamada GestLab. Sendo um software cujo objetivo é gerenciar os processos internos, setores e auxiliar a gestão do conhecimento. Os resultados preliminares incluem: (i) documentação de requisitos; (ii) identidade visual da plataforma e protótipo de alta fidelidade; (iii) desenvolvimento das funcionalidades. Logo, espera-se que o software seja utilizado e que as informações sejam centralizadas para que os dados não sejam perdidos e que sejam de fácil acesso e recuperação.",Gestão do Conhecimento,Universidade,Processos Software,Desenvolvimento Software,,,,,Português,eriky r. goncalves,UFC
GestLab: Software de Gestão do Conhecimento e Processos Colaborativos no Contexto Universitário,Anais,2024,"A gestão de conhecimento proporciona a retenção do conhecimento ativo e isso engloba o mapeamento dos processos e o compartilhamento entre os interessados. Nesse contexto, o projeto LearningLab da Universidade Federal do Ceará, está construindo uma plataforma chamada GestLab. Sendo um software cujo objetivo é gerenciar os processos internos, setores e auxiliar a gestão do conhecimento. Os resultados preliminares incluem: (i) documentação de requisitos; (ii) identidade visual da plataforma e protótipo de alta fidelidade; (iii) desenvolvimento das funcionalidades. Logo, espera-se que o software seja utilizado e que as informações sejam centralizadas para que os dados não sejam perdidos e que sejam de fácil acesso e recuperação.",Gestão do Conhecimento,Universidade,Processos Software,Desenvolvimento Software,,,,,Português,israely lima,UFC
GestLab: Software de Gestão do Conhecimento e Processos Colaborativos no Contexto Universitário,Anais,2024,"A gestão de conhecimento proporciona a retenção do conhecimento ativo e isso engloba o mapeamento dos processos e o compartilhamento entre os interessados. Nesse contexto, o projeto LearningLab da Universidade Federal do Ceará, está construindo uma plataforma chamada GestLab. Sendo um software cujo objetivo é gerenciar os processos internos, setores e auxiliar a gestão do conhecimento. Os resultados preliminares incluem: (i) documentação de requisitos; (ii) identidade visual da plataforma e protótipo de alta fidelidade; (iii) desenvolvimento das funcionalidades. Logo, espera-se que o software seja utilizado e que as informações sejam centralizadas para que os dados não sejam perdidos e que sejam de fácil acesso e recuperação.",Gestão do Conhecimento,Universidade,Processos Software,Desenvolvimento Software,,,,,Português,jorge l. sousa,UFC
GestLab: Software de Gestão do Conhecimento e Processos Colaborativos no Contexto Universitário,Anais,2024,"A gestão de conhecimento proporciona a retenção do conhecimento ativo e isso engloba o mapeamento dos processos e o compartilhamento entre os interessados. Nesse contexto, o projeto LearningLab da Universidade Federal do Ceará, está construindo uma plataforma chamada GestLab. Sendo um software cujo objetivo é gerenciar os processos internos, setores e auxiliar a gestão do conhecimento. Os resultados preliminares incluem: (i) documentação de requisitos; (ii) identidade visual da plataforma e protótipo de alta fidelidade; (iii) desenvolvimento das funcionalidades. Logo, espera-se que o software seja utilizado e que as informações sejam centralizadas para que os dados não sejam perdidos e que sejam de fácil acesso e recuperação.",Gestão do Conhecimento,Universidade,Processos Software,Desenvolvimento Software,,,,,Português,marina rocha,UFC
GestLab: Software de Gestão do Conhecimento e Processos Colaborativos no Contexto Universitário,Anais,2024,"A gestão de conhecimento proporciona a retenção do conhecimento ativo e isso engloba o mapeamento dos processos e o compartilhamento entre os interessados. Nesse contexto, o projeto LearningLab da Universidade Federal do Ceará, está construindo uma plataforma chamada GestLab. Sendo um software cujo objetivo é gerenciar os processos internos, setores e auxiliar a gestão do conhecimento. Os resultados preliminares incluem: (i) documentação de requisitos; (ii) identidade visual da plataforma e protótipo de alta fidelidade; (iii) desenvolvimento das funcionalidades. Logo, espera-se que o software seja utilizado e que as informações sejam centralizadas para que os dados não sejam perdidos e que sejam de fácil acesso e recuperação.",Gestão do Conhecimento,Universidade,Processos Software,Desenvolvimento Software,,,,,Português,jacilane h. rabelo,UFC
Analisando Centros de Resposta à Emergências em Capitais Brasileiras Utilizando uma Abordagem Baseada em Dados Geoespaciais Colaborativos,Anais,2024,"Centros urbanos têm crescido a cada ano, atraindo cada vez mais pessoas para as grandes cidades. Este crescimento constante pode provocar um aumento no número de eventos de emergência, o que demanda um atendimento mais eficaz e mais rápido para o socorro de vı́timas. Neste sentido, diversas abordagens envolvendo tecnologias de cidades inteligentes vêm sendo propostas em inúmeras pesquisas, com algumas delas propondo soluções para classificação de riscos urbanos baseada em dados geoespaciais colaborativos. Algumas soluções baseiam-se na presença de centros de resposta na área de classificação, portanto, é importante saber qual a situação atual quanto à presença destes centros de respostas nas cidades. Neste sentido, este artigo faz uso de um modelo matemático consistente e de uma ferramenta de software especializada para contabilizar a quantidade de centros de resposta nas capitais brasileiras e fazer um comparativo do número destes centros de respostas por habitantes em cada cidade, trazendo um recorte da presença de centros de resposta no Brasil. Ao final desta comparação é possı́vel perceber uma diferença considerável entre algumas capitais, revelando um deficit de centros de resposta em algumas delas.",gerenciamento de emergências,cidades inteligentes,classificação de risco,,,,,,Português,joao p. j. peixoto,UEFS
Analisando Centros de Resposta à Emergências em Capitais Brasileiras Utilizando uma Abordagem Baseada em Dados Geoespaciais Colaborativos,Anais,2024,"Centros urbanos têm crescido a cada ano, atraindo cada vez mais pessoas para as grandes cidades. Este crescimento constante pode provocar um aumento no número de eventos de emergência, o que demanda um atendimento mais eficaz e mais rápido para o socorro de vı́timas. Neste sentido, diversas abordagens envolvendo tecnologias de cidades inteligentes vêm sendo propostas em inúmeras pesquisas, com algumas delas propondo soluções para classificação de riscos urbanos baseada em dados geoespaciais colaborativos. Algumas soluções baseiam-se na presença de centros de resposta na área de classificação, portanto, é importante saber qual a situação atual quanto à presença destes centros de respostas nas cidades. Neste sentido, este artigo faz uso de um modelo matemático consistente e de uma ferramenta de software especializada para contabilizar a quantidade de centros de resposta nas capitais brasileiras e fazer um comparativo do número destes centros de respostas por habitantes em cada cidade, trazendo um recorte da presença de centros de resposta no Brasil. Ao final desta comparação é possı́vel perceber uma diferença considerável entre algumas capitais, revelando um deficit de centros de resposta em algumas delas.",gerenciamento de emergências,cidades inteligentes,classificação de risco,,,,,,Português,daniel g. costa,UP
Analisando Centros de Resposta à Emergências em Capitais Brasileiras Utilizando uma Abordagem Baseada em Dados Geoespaciais Colaborativos,Anais,2024,"Centros urbanos têm crescido a cada ano, atraindo cada vez mais pessoas para as grandes cidades. Este crescimento constante pode provocar um aumento no número de eventos de emergência, o que demanda um atendimento mais eficaz e mais rápido para o socorro de vı́timas. Neste sentido, diversas abordagens envolvendo tecnologias de cidades inteligentes vêm sendo propostas em inúmeras pesquisas, com algumas delas propondo soluções para classificação de riscos urbanos baseada em dados geoespaciais colaborativos. Algumas soluções baseiam-se na presença de centros de resposta na área de classificação, portanto, é importante saber qual a situação atual quanto à presença destes centros de respostas nas cidades. Neste sentido, este artigo faz uso de um modelo matemático consistente e de uma ferramenta de software especializada para contabilizar a quantidade de centros de resposta nas capitais brasileiras e fazer um comparativo do número destes centros de respostas por habitantes em cada cidade, trazendo um recorte da presença de centros de resposta no Brasil. Ao final desta comparação é possı́vel perceber uma diferença considerável entre algumas capitais, revelando um deficit de centros de resposta em algumas delas.",gerenciamento de emergências,cidades inteligentes,classificação de risco,,,,,,Português,washington j. s. f. rocha,UEFS
Mapeando Iniciativas de Literacia de Dados em Favelas do Rio de Janeiro e Regiões Vizinhas,Anais,2024,"A pesquisa e representação de grupos vulneráveis são cruciais para promover transformação social através da Tecnologia da Informação. Compreender os desafios relacionados ao uso de dados para atender às necessidades territoriais, juntamente com a externalização da complexidade através da amplificação das vozes das lideranças comunitárias, é fundamental para um design educacional democrático e fraterno na criação de soluções consistentes. Este artigo reflete sobre a colaboração entre coletivos de dados de favelas e a academia no contexto do ensino-aprendizagem em Literacia de Dados. Propomos, por meio de pesquisa etnográfica, a criação de um mapa para visualizar informações sobre os interesses em educação em dados de movimentos sociais, visando fomentar parcerias e iniciativas entre universidade e favela.",literacia de dados,favela,comunidades vulnerabilizadas,design educacional,colaboração,parcerias,,,Português,luciana brito,UFRJ
