title,category,publish-date,abstract,first-keyword,second-keyword,third-keyword,fourth-keyword,fifth-keyword,sixth-keyword,seventh-keyword,eighth-keyword,language,author,affiliation
Gamificando o Portal para Novatos em Software Livre FLOSSCoach: Insigths de uma Avaliação Preliminar,Artigo Completo,2017,"Os projetos de Software Livre dependem de contribuições voluntárias e precisam da entrada contínua de novatos para sua sustentabilidade. Entretanto, é comum que os novatos enfrentem barreiras ao fazer sua primeira contribuição. Em um trabalho anterior, um portal web chamado FLOSSCoach foi criado para apoiar a primeira contribuição dos novatos neste tipo de projeto. Uma avaliação preliminar desse portal indicou que o FLOSSCoach desempenhou um papel importante na orientação dos novatos e na diminuição das barreiras relacionadas aos processos de orientação e contribuição. Baseado nos indícios iniciais, deseja-se entender o papel da gamificação no apoio da primeira contribuição de um novato usando o portal. Dessa forma, esse trabalho tem por objetivo apresentar a proposta de gamificação do FLOSSCoach, representada em formato de wireframes que ilustram o uso dos elementos de jogo selecionados. Também se apresenta os resultados de uma avaliação inicial dos wireframes.",Software Livre,Gamificação,FLOSSCoach,,,,,,Português (Brasil),carolina toscani,PUCRS
Gamificando o Portal para Novatos em Software Livre FLOSSCoach: Insigths de uma Avaliação Preliminar,Artigo Completo,2017,"Os projetos de Software Livre dependem de contribuições voluntárias e precisam da entrada contínua de novatos para sua sustentabilidade. Entretanto, é comum que os novatos enfrentem barreiras ao fazer sua primeira contribuição. Em um trabalho anterior, um portal web chamado FLOSSCoach foi criado para apoiar a primeira contribuição dos novatos neste tipo de projeto. Uma avaliação preliminar desse portal indicou que o FLOSSCoach desempenhou um papel importante na orientação dos novatos e na diminuição das barreiras relacionadas aos processos de orientação e contribuição. Baseado nos indícios iniciais, deseja-se entender o papel da gamificação no apoio da primeira contribuição de um novato usando o portal. Dessa forma, esse trabalho tem por objetivo apresentar a proposta de gamificação do FLOSSCoach, representada em formato de wireframes que ilustram o uso dos elementos de jogo selecionados. Também se apresenta os resultados de uma avaliação inicial dos wireframes.",Software Livre,Gamificação,FLOSSCoach,,,,,,Português (Brasil),igor steinmacher,UTFPR/NAU
Gamificando o Portal para Novatos em Software Livre FLOSSCoach: Insigths de uma Avaliação Preliminar,Artigo Completo,2017,"Os projetos de Software Livre dependem de contribuições voluntárias e precisam da entrada contínua de novatos para sua sustentabilidade. Entretanto, é comum que os novatos enfrentem barreiras ao fazer sua primeira contribuição. Em um trabalho anterior, um portal web chamado FLOSSCoach foi criado para apoiar a primeira contribuição dos novatos neste tipo de projeto. Uma avaliação preliminar desse portal indicou que o FLOSSCoach desempenhou um papel importante na orientação dos novatos e na diminuição das barreiras relacionadas aos processos de orientação e contribuição. Baseado nos indícios iniciais, deseja-se entender o papel da gamificação no apoio da primeira contribuição de um novato usando o portal. Dessa forma, esse trabalho tem por objetivo apresentar a proposta de gamificação do FLOSSCoach, representada em formato de wireframes que ilustram o uso dos elementos de jogo selecionados. Também se apresenta os resultados de uma avaliação inicial dos wireframes.",Software Livre,Gamificação,FLOSSCoach,,,,,,Português (Brasil),sabrina marczak,PUCRS
"""Bela, Recatada e do Lar"": Base de Dados e Aspectos do Movimento Social Ocorrido na Rede Social Online Twitter",Artigo Completo,2017,"Entre Abril e Maio de 2016 um protesto virtual em massa foi observado como resposta à publicação de uma matéria em uma revista de circulação nacional. A presente pesquisa consistiu na construção de uma base de dados relativa às mensagens publicadas na Rede Social Online Twitter com o objetivo de apoiar pesquisadores da área de Mineração de Opiniões por meio da oferta de um corpus de mensagens em língua portuguesa. Além da base de dados, que foi caracterizada por meio de técnicas de Análise de Redes Sociais, foi aplicada a técnica de Análise de Sentimentos com o auxílio do algoritmo probabilístico Naïve Bayes para verificar a polaridade dos tweets.",Twitter,Mineração de Opiniões,Análise de Sentimentos,Naïve Bayes,Protesto Virtual,,,,Português (Brasil),marcela m. m. yagui,UFRJ
"""Bela, Recatada e do Lar"": Base de Dados e Aspectos do Movimento Social Ocorrido na Rede Social Online Twitter",Artigo Completo,2017,"Entre Abril e Maio de 2016 um protesto virtual em massa foi observado como resposta à publicação de uma matéria em uma revista de circulação nacional. A presente pesquisa consistiu na construção de uma base de dados relativa às mensagens publicadas na Rede Social Online Twitter com o objetivo de apoiar pesquisadores da área de Mineração de Opiniões por meio da oferta de um corpus de mensagens em língua portuguesa. Além da base de dados, que foi caracterizada por meio de técnicas de Análise de Redes Sociais, foi aplicada a técnica de Análise de Sentimentos com o auxílio do algoritmo probabilístico Naïve Bayes para verificar a polaridade dos tweets.",Twitter,Mineração de Opiniões,Análise de Sentimentos,Naïve Bayes,Protesto Virtual,,,,Português (Brasil),luis f. m. p. maia,UFRJ
"""Bela, Recatada e do Lar"": Base de Dados e Aspectos do Movimento Social Ocorrido na Rede Social Online Twitter",Artigo Completo,2017,"Entre Abril e Maio de 2016 um protesto virtual em massa foi observado como resposta à publicação de uma matéria em uma revista de circulação nacional. A presente pesquisa consistiu na construção de uma base de dados relativa às mensagens publicadas na Rede Social Online Twitter com o objetivo de apoiar pesquisadores da área de Mineração de Opiniões por meio da oferta de um corpus de mensagens em língua portuguesa. Além da base de dados, que foi caracterizada por meio de técnicas de Análise de Redes Sociais, foi aplicada a técnica de Análise de Sentimentos com o auxílio do algoritmo probabilístico Naïve Bayes para verificar a polaridade dos tweets.",Twitter,Mineração de Opiniões,Análise de Sentimentos,Naïve Bayes,Protesto Virtual,,,,Português (Brasil),wallace ugulino,UFRJ
"""Bela, Recatada e do Lar"": Base de Dados e Aspectos do Movimento Social Ocorrido na Rede Social Online Twitter",Artigo Completo,2017,"Entre Abril e Maio de 2016 um protesto virtual em massa foi observado como resposta à publicação de uma matéria em uma revista de circulação nacional. A presente pesquisa consistiu na construção de uma base de dados relativa às mensagens publicadas na Rede Social Online Twitter com o objetivo de apoiar pesquisadores da área de Mineração de Opiniões por meio da oferta de um corpus de mensagens em língua portuguesa. Além da base de dados, que foi caracterizada por meio de técnicas de Análise de Redes Sociais, foi aplicada a técnica de Análise de Sentimentos com o auxílio do algoritmo probabilístico Naïve Bayes para verificar a polaridade dos tweets.",Twitter,Mineração de Opiniões,Análise de Sentimentos,Naïve Bayes,Protesto Virtual,,,,Português (Brasil),adriana s. vivacqua,UFRJ
"""Bela, Recatada e do Lar"": Base de Dados e Aspectos do Movimento Social Ocorrido na Rede Social Online Twitter",Artigo Completo,2017,"Entre Abril e Maio de 2016 um protesto virtual em massa foi observado como resposta à publicação de uma matéria em uma revista de circulação nacional. A presente pesquisa consistiu na construção de uma base de dados relativa às mensagens publicadas na Rede Social Online Twitter com o objetivo de apoiar pesquisadores da área de Mineração de Opiniões por meio da oferta de um corpus de mensagens em língua portuguesa. Além da base de dados, que foi caracterizada por meio de técnicas de Análise de Redes Sociais, foi aplicada a técnica de Análise de Sentimentos com o auxílio do algoritmo probabilístico Naïve Bayes para verificar a polaridade dos tweets.",Twitter,Mineração de Opiniões,Análise de Sentimentos,Naïve Bayes,Protesto Virtual,,,,Português (Brasil),jonice oliveira,UFRJ
Towards an Educational Platform with Real-Time Collaboration and Monitoring of Students Achievement,Artigo Completo,2017,"Diversos estudos têm sido empreendidos visando aumentar a eficiência da aprendizagem à distância, por meio do desenvolvimento de funcionalidades para Ambientes Virtuais de Aprendizagem. Todavia, estas pesquisas não possuem foco no uso de colaboração de objetos de aprendizagem e análise do progresso dos alunos, em tempo real. Por isto, este artigo apresenta uma plataforma educacional que permite coautoria em tempo real e acompanhamento do progresso de alunos em objetos de aprendizagem, através da implementação de técnicas de engenharia de software e padrões de sistemas educacionais.",Aprendizagem à Distância,Ambientes Virtuais de Aprendizagem,Coautoria,Progresso,,,,,Inglês,paulo s. s. souza,IFFarroupilha
Towards an Educational Platform with Real-Time Collaboration and Monitoring of Students Achievement,Artigo Completo,2017,"Diversos estudos têm sido empreendidos visando aumentar a eficiência da aprendizagem à distância, por meio do desenvolvimento de funcionalidades para Ambientes Virtuais de Aprendizagem. Todavia, estas pesquisas não possuem foco no uso de colaboração de objetos de aprendizagem e análise do progresso dos alunos, em tempo real. Por isto, este artigo apresenta uma plataforma educacional que permite coautoria em tempo real e acompanhamento do progresso de alunos em objetos de aprendizagem, através da implementação de técnicas de engenharia de software e padrões de sistemas educacionais.",Aprendizagem à Distância,Ambientes Virtuais de Aprendizagem,Coautoria,Progresso,,,,,Inglês,wagner s. marques,IFFarroupilha
Towards an Educational Platform with Real-Time Collaboration and Monitoring of Students Achievement,Artigo Completo,2017,"Diversos estudos têm sido empreendidos visando aumentar a eficiência da aprendizagem à distância, por meio do desenvolvimento de funcionalidades para Ambientes Virtuais de Aprendizagem. Todavia, estas pesquisas não possuem foco no uso de colaboração de objetos de aprendizagem e análise do progresso dos alunos, em tempo real. Por isto, este artigo apresenta uma plataforma educacional que permite coautoria em tempo real e acompanhamento do progresso de alunos em objetos de aprendizagem, através da implementação de técnicas de engenharia de software e padrões de sistemas educacionais.",Aprendizagem à Distância,Ambientes Virtuais de Aprendizagem,Coautoria,Progresso,,,,,Inglês,jaline g. mombach,IFFarroupilha
wIntolerance – Uma plataforma para integração de pessoas com restrições alimentares,Artigo Completo,2017,"Este artigo descreve o wIntolerance, um projeto que visa prestar assistência às pessoas que sofrem de restrições alimentares, visto que somente no Brasil, cerca de 10 milhões de pessoas sofrem com este problema. wIntolerance é uma plataforma colaborativa que permite os usuários trocarem receitas que atendam às suas restrições alimentares, assim como avaliarem de maneira detalhada elas. Além disso, possibilita que os usuários encontrem e avaliem restaurantes que fornecem pratos específicos para essas pessoas. Com o projeto pretende-se divulgar e auxiliar milhões de pessoas que sofrem com este tipo de problema.",Restrições Alimentares,Plataforma Colaborativa,Assistência Nutricional,Plataforma Colaborativa,,,,,Português (Brasil),leonardo b. genuino,IFSul
wIntolerance – Uma plataforma para integração de pessoas com restrições alimentares,Artigo Completo,2017,"Este artigo descreve o wIntolerance, um projeto que visa prestar assistência às pessoas que sofrem de restrições alimentares, visto que somente no Brasil, cerca de 10 milhões de pessoas sofrem com este problema. wIntolerance é uma plataforma colaborativa que permite os usuários trocarem receitas que atendam às suas restrições alimentares, assim como avaliarem de maneira detalhada elas. Além disso, possibilita que os usuários encontrem e avaliem restaurantes que fornecem pratos específicos para essas pessoas. Com o projeto pretende-se divulgar e auxiliar milhões de pessoas que sofrem com este tipo de problema.",Restrições Alimentares,Plataforma Colaborativa,Assistência Nutricional,Plataforma Colaborativa,,,,,Português (Brasil),hedo e. s. junior,IFSul
wIntolerance – Uma plataforma para integração de pessoas com restrições alimentares,Artigo Completo,2017,"Este artigo descreve o wIntolerance, um projeto que visa prestar assistência às pessoas que sofrem de restrições alimentares, visto que somente no Brasil, cerca de 10 milhões de pessoas sofrem com este problema. wIntolerance é uma plataforma colaborativa que permite os usuários trocarem receitas que atendam às suas restrições alimentares, assim como avaliarem de maneira detalhada elas. Além disso, possibilita que os usuários encontrem e avaliem restaurantes que fornecem pratos específicos para essas pessoas. Com o projeto pretende-se divulgar e auxiliar milhões de pessoas que sofrem com este tipo de problema.",Restrições Alimentares,Plataforma Colaborativa,Assistência Nutricional,Plataforma Colaborativa,,,,,Português (Brasil),rodrigo r. oliveira,IFSul
Um Método de Agrupamento Incremental para a Detecção de Eventos em Redes Sociais,Artigo Completo,2017,"Estudar as informações úteis que são fornecidas pelos usuários de redes sociais é o objetivo do Sensoriamento Social. Diversos trabalhos na literatura apresentam estudos com aplicações de detecção de desastres naturais, monitoramento do trânsito ou análise da dinâmica das cidades. Estes estudos normalmente aplicam técnicas de mineração de dados e aprendizagem de máquina para a análise de dados previamente coletados, o que não é adequado devido à natureza em tempo real das postagens em redes sociais. Neste artigo, apresentamos um método para a detecção de eventos que utiliza agrupamento incremental, o que se revela mais eficiente em termos de tempo de processamento do que a abordagem tradicional. Como estudo de caso, detectamos e analisamos dados de acidentes de trânsito da cidade de Nova Iorque, que são eventos que ocorrem diariamente.",Sensoriamento Social,Redes Sociais,Detecção de Eventos,Agrupamento Incremental,Acidentes de Trânsito,,,,Português (Brasil),alice a. f. menezes,UFAM
Um Método de Agrupamento Incremental para a Detecção de Eventos em Redes Sociais,Artigo Completo,2017,"Estudar as informações úteis que são fornecidas pelos usuários de redes sociais é o objetivo do Sensoriamento Social. Diversos trabalhos na literatura apresentam estudos com aplicações de detecção de desastres naturais, monitoramento do trânsito ou análise da dinâmica das cidades. Estes estudos normalmente aplicam técnicas de mineração de dados e aprendizagem de máquina para a análise de dados previamente coletados, o que não é adequado devido à natureza em tempo real das postagens em redes sociais. Neste artigo, apresentamos um método para a detecção de eventos que utiliza agrupamento incremental, o que se revela mais eficiente em termos de tempo de processamento do que a abordagem tradicional. Como estudo de caso, detectamos e analisamos dados de acidentes de trânsito da cidade de Nova Iorque, que são eventos que ocorrem diariamente.",Sensoriamento Social,Redes Sociais,Detecção de Eventos,Agrupamento Incremental,Acidentes de Trânsito,,,,Português (Brasil),carlos m. s. figueiredo,UEA/Samsung Ocean
Sistema Colaborativo para Captação de Doadores de Sangue,Artigo Completo,2017,"A falta constante de doadores de sangue nos hemocentros é um dos grandes problemas da saúde pública no Brasil. Para tentar reverter esse problema, os servidores dos centros de coleta e as mídias trabalham em campanhas com o intuito de incentivar a doação voluntária. Entretanto, grande parte da população continua passiva. Neste artigo propõe-se um sistema colaborativo que auxilie a aproximar doadores e não doadores dos hemocentros. Para tanto, o sistema permite que os hemocentros e a população criem eventos e conteúdos e divulguem-os por meio de um aplicativo móvel e integração com redes sociais populares.",Doação de Sangue,Sistema Colaborativo,Aplicativo Móvel,Redes Sociais,Saúde Pública,,,,Português (Brasil),arthur o. silva,UFSC
Sistema Colaborativo para Captação de Doadores de Sangue,Artigo Completo,2017,"A falta constante de doadores de sangue nos hemocentros é um dos grandes problemas da saúde pública no Brasil. Para tentar reverter esse problema, os servidores dos centros de coleta e as mídias trabalham em campanhas com o intuito de incentivar a doação voluntária. Entretanto, grande parte da população continua passiva. Neste artigo propõe-se um sistema colaborativo que auxilie a aproximar doadores e não doadores dos hemocentros. Para tanto, o sistema permite que os hemocentros e a população criem eventos e conteúdos e divulguem-os por meio de um aplicativo móvel e integração com redes sociais populares.",Doação de Sangue,Sistema Colaborativo,Aplicativo Móvel,Redes Sociais,Saúde Pública,,,,Português (Brasil),luana l. rodrigues,IFSUL
Sistema Colaborativo para Captação de Doadores de Sangue,Artigo Completo,2017,"A falta constante de doadores de sangue nos hemocentros é um dos grandes problemas da saúde pública no Brasil. Para tentar reverter esse problema, os servidores dos centros de coleta e as mídias trabalham em campanhas com o intuito de incentivar a doação voluntária. Entretanto, grande parte da população continua passiva. Neste artigo propõe-se um sistema colaborativo que auxilie a aproximar doadores e não doadores dos hemocentros. Para tanto, o sistema permite que os hemocentros e a população criem eventos e conteúdos e divulguem-os por meio de um aplicativo móvel e integração com redes sociais populares.",Doação de Sangue,Sistema Colaborativo,Aplicativo Móvel,Redes Sociais,Saúde Pública,,,,Português (Brasil),rodrigo r. oliveira,IFSUL
Sistema Colaborativo para Captação de Doadores de Sangue,Artigo Completo,2017,"A falta constante de doadores de sangue nos hemocentros é um dos grandes problemas da saúde pública no Brasil. Para tentar reverter esse problema, os servidores dos centros de coleta e as mídias trabalham em campanhas com o intuito de incentivar a doação voluntária. Entretanto, grande parte da população continua passiva. Neste artigo propõe-se um sistema colaborativo que auxilie a aproximar doadores e não doadores dos hemocentros. Para tanto, o sistema permite que os hemocentros e a população criem eventos e conteúdos e divulguem-os por meio de um aplicativo móvel e integração com redes sociais populares.",Doação de Sangue,Sistema Colaborativo,Aplicativo Móvel,Redes Sociais,Saúde Pública,,,,Português (Brasil),rodrigo r. oliveira,UFRGS
Aplicação da prática colaborativa no desenvolvimento de um jogo para o ensino da programação,Artigo Completo,2017,"Este artigo é parte de um projeto de extensão que tem por objetivo ensinar crianças a programar através de joguinhos. O artigo apresenta a fase de concepção do jogo, o qual foi realizada por uma equipe interdisciplinar de computação, comunicação e letras. Para a concepção foram utilizadas técnicas de design colaborativo e foi aplicado o método CARD para a definição das regras do jogo. Para a produção, utilizou-se da abordagem de processos de negócio de forma colaborativa, na qual foi definido um fluxo de atividades para cada parte da equipe. Este artigo apresenta o desenvolvimento e discute a aplicabilidade dos métodos para a concepção de um produto.",Ensino de Programação,Design Colaborativo,Projeto de Extensão,Desenvolvimento de Jogos,Educação Infantil,,,,Português (Brasil),mauro m. mattos,FURB
Aplicação da prática colaborativa no desenvolvimento de um jogo para o ensino da programação,Artigo Completo,2017,"Este artigo é parte de um projeto de extensão que tem por objetivo ensinar crianças a programar através de joguinhos. O artigo apresenta a fase de concepção do jogo, o qual foi realizada por uma equipe interdisciplinar de computação, comunicação e letras. Para a concepção foram utilizadas técnicas de design colaborativo e foi aplicado o método CARD para a definição das regras do jogo. Para a produção, utilizou-se da abordagem de processos de negócio de forma colaborativa, na qual foi definido um fluxo de atividades para cada parte da equipe. Este artigo apresenta o desenvolvimento e discute a aplicabilidade dos métodos para a concepção de um produto.",Ensino de Programação,Design Colaborativo,Projeto de Extensão,Desenvolvimento de Jogos,Educação Infantil,,,,Português (Brasil),luciana p. araujo,FURB
Aplicação da prática colaborativa no desenvolvimento de um jogo para o ensino da programação,Artigo Completo,2017,"Este artigo é parte de um projeto de extensão que tem por objetivo ensinar crianças a programar através de joguinhos. O artigo apresenta a fase de concepção do jogo, o qual foi realizada por uma equipe interdisciplinar de computação, comunicação e letras. Para a concepção foram utilizadas técnicas de design colaborativo e foi aplicado o método CARD para a definição das regras do jogo. Para a produção, utilizou-se da abordagem de processos de negócio de forma colaborativa, na qual foi definido um fluxo de atividades para cada parte da equipe. Este artigo apresenta o desenvolvimento e discute a aplicabilidade dos métodos para a concepção de um produto.",Ensino de Programação,Design Colaborativo,Projeto de Extensão,Desenvolvimento de Jogos,Educação Infantil,,,,Português (Brasil),fabricia d. zucco,FURB
Aplicação da prática colaborativa no desenvolvimento de um jogo para o ensino da programação,Artigo Completo,2017,"Este artigo é parte de um projeto de extensão que tem por objetivo ensinar crianças a programar através de joguinhos. O artigo apresenta a fase de concepção do jogo, o qual foi realizada por uma equipe interdisciplinar de computação, comunicação e letras. Para a concepção foram utilizadas técnicas de design colaborativo e foi aplicado o método CARD para a definição das regras do jogo. Para a produção, utilizou-se da abordagem de processos de negócio de forma colaborativa, na qual foi definido um fluxo de atividades para cada parte da equipe. Este artigo apresenta o desenvolvimento e discute a aplicabilidade dos métodos para a concepção de um produto.",Ensino de Programação,Design Colaborativo,Projeto de Extensão,Desenvolvimento de Jogos,Educação Infantil,,,,Português (Brasil),nelson hein,FURB
Aplicação da prática colaborativa no desenvolvimento de um jogo para o ensino da programação,Artigo Completo,2017,"Este artigo é parte de um projeto de extensão que tem por objetivo ensinar crianças a programar através de joguinhos. O artigo apresenta a fase de concepção do jogo, o qual foi realizada por uma equipe interdisciplinar de computação, comunicação e letras. Para a concepção foram utilizadas técnicas de design colaborativo e foi aplicado o método CARD para a definição das regras do jogo. Para a produção, utilizou-se da abordagem de processos de negócio de forma colaborativa, na qual foi definido um fluxo de atividades para cada parte da equipe. Este artigo apresenta o desenvolvimento e discute a aplicabilidade dos métodos para a concepção de um produto.",Ensino de Programação,Design Colaborativo,Projeto de Extensão,Desenvolvimento de Jogos,Educação Infantil,,,,Português (Brasil),karina z. cunha,FURB
Aplicação da prática colaborativa no desenvolvimento de um jogo para o ensino da programação,Artigo Completo,2017,"Este artigo é parte de um projeto de extensão que tem por objetivo ensinar crianças a programar através de joguinhos. O artigo apresenta a fase de concepção do jogo, o qual foi realizada por uma equipe interdisciplinar de computação, comunicação e letras. Para a concepção foram utilizadas técnicas de design colaborativo e foi aplicado o método CARD para a definição das regras do jogo. Para a produção, utilizou-se da abordagem de processos de negócio de forma colaborativa, na qual foi definido um fluxo de atividades para cada parte da equipe. Este artigo apresenta o desenvolvimento e discute a aplicabilidade dos métodos para a concepção de um produto.",Ensino de Programação,Design Colaborativo,Projeto de Extensão,Desenvolvimento de Jogos,Educação Infantil,,,,Português (Brasil),gabriel c. oliveira,FURB
Laboratórios Online Móveis em um Ambiente de Experimentação Colaborativo,Artigo Completo,2017,"Os laboratórios remotos têm papel importante no aumento da flexibilização e do grau de alcance de atividades práticas no ensino. No entanto, o modelo atual de distribuição dos laboratórios remotos não considera um cenário dinâmico que inclua colaboração, laboratórios peer-to-peer e móveis. Neste artigo é apresentado um conjunto de ferramentas para criação de ambientes colaborativos de aprendizagem com laboratórios online móveis que permite aos estudantes criarem seus próprios laboratórios móveis e compartilhá-los com colegas e professores. A abordagem utilizada mostra-se compatível com configurações máquinas e redes que o usuário alvo possui em escolas e na sua residência e prevê a recuperação de informações para avaliação de aprendizagem.",Laboratórios Remotos,Aprendizagem Colaborativa,Mobilidade Educacional,,,,,,Português (Brasil),jose p. s. simao,UFSC
Laboratórios Online Móveis em um Ambiente de Experimentação Colaborativo,Artigo Completo,2017,"Os laboratórios remotos têm papel importante no aumento da flexibilização e do grau de alcance de atividades práticas no ensino. No entanto, o modelo atual de distribuição dos laboratórios remotos não considera um cenário dinâmico que inclua colaboração, laboratórios peer-to-peer e móveis. Neste artigo é apresentado um conjunto de ferramentas para criação de ambientes colaborativos de aprendizagem com laboratórios online móveis que permite aos estudantes criarem seus próprios laboratórios móveis e compartilhá-los com colegas e professores. A abordagem utilizada mostra-se compatível com configurações máquinas e redes que o usuário alvo possui em escolas e na sua residência e prevê a recuperação de informações para avaliação de aprendizagem.",Laboratórios Remotos,Aprendizagem Colaborativa,Mobilidade Educacional,,,,,,Português (Brasil),joao p. c. lima,UFRGS
Laboratórios Online Móveis em um Ambiente de Experimentação Colaborativo,Artigo Completo,2017,"Os laboratórios remotos têm papel importante no aumento da flexibilização e do grau de alcance de atividades práticas no ensino. No entanto, o modelo atual de distribuição dos laboratórios remotos não considera um cenário dinâmico que inclua colaboração, laboratórios peer-to-peer e móveis. Neste artigo é apresentado um conjunto de ferramentas para criação de ambientes colaborativos de aprendizagem com laboratórios online móveis que permite aos estudantes criarem seus próprios laboratórios móveis e compartilhá-los com colegas e professores. A abordagem utilizada mostra-se compatível com configurações máquinas e redes que o usuário alvo possui em escolas e na sua residência e prevê a recuperação de informações para avaliação de aprendizagem.",Laboratórios Remotos,Aprendizagem Colaborativa,Mobilidade Educacional,,,,,,Português (Brasil),hamadou saliah-hassane,TÉLUC
Laboratórios Online Móveis em um Ambiente de Experimentação Colaborativo,Artigo Completo,2017,"Os laboratórios remotos têm papel importante no aumento da flexibilização e do grau de alcance de atividades práticas no ensino. No entanto, o modelo atual de distribuição dos laboratórios remotos não considera um cenário dinâmico que inclua colaboração, laboratórios peer-to-peer e móveis. Neste artigo é apresentado um conjunto de ferramentas para criação de ambientes colaborativos de aprendizagem com laboratórios online móveis que permite aos estudantes criarem seus próprios laboratórios móveis e compartilhá-los com colegas e professores. A abordagem utilizada mostra-se compatível com configurações máquinas e redes que o usuário alvo possui em escolas e na sua residência e prevê a recuperação de informações para avaliação de aprendizagem.",Laboratórios Remotos,Aprendizagem Colaborativa,Mobilidade Educacional,,,,,,Português (Brasil),juarez b. silva,UFSC
Laboratórios Online Móveis em um Ambiente de Experimentação Colaborativo,Artigo Completo,2017,"Os laboratórios remotos têm papel importante no aumento da flexibilização e do grau de alcance de atividades práticas no ensino. No entanto, o modelo atual de distribuição dos laboratórios remotos não considera um cenário dinâmico que inclua colaboração, laboratórios peer-to-peer e móveis. Neste artigo é apresentado um conjunto de ferramentas para criação de ambientes colaborativos de aprendizagem com laboratórios online móveis que permite aos estudantes criarem seus próprios laboratórios móveis e compartilhá-los com colegas e professores. A abordagem utilizada mostra-se compatível com configurações máquinas e redes que o usuário alvo possui em escolas e na sua residência e prevê a recuperação de informações para avaliação de aprendizagem.",Laboratórios Remotos,Aprendizagem Colaborativa,Mobilidade Educacional,,,,,,Português (Brasil),joao b. m. alves,UFSC
Coordenando permissões de postagem em blogs por meio de Web fingerprinting,Artigo Completo,2017,"Web fingerprinting é uma técnica que consiste em obter caracter ísticas relacionadas ao software e hardware do dispositivo. De posse dessas características, uma chave de identificação pode ser gerada com alta probabilidade de ser única, dessa forma, identificando unicamente o usuário. Sua adoção dar-se a partir de duas perspectivas: benigna (autenticação e evitar fraudes) e maligna (rastrear usuários e explorar vulnerabilidades). Neste trabalho é proposto uma ferramenta que emprega Web fingerprinting para gerenciar as permissões de postagens dos usuários em ambientes de sistemas colaborativos.",Web fingerprinting,coordenação,gerenciamento,Modelo 3C de Colaboração,blog,Sistemas colaborativos,,,Português (Brasil),jordan queiroz,UFAM
Coordenando permissões de postagem em blogs por meio de Web fingerprinting,Artigo Completo,2017,"Web fingerprinting é uma técnica que consiste em obter caracter ísticas relacionadas ao software e hardware do dispositivo. De posse dessas características, uma chave de identificação pode ser gerada com alta probabilidade de ser única, dessa forma, identificando unicamente o usuário. Sua adoção dar-se a partir de duas perspectivas: benigna (autenticação e evitar fraudes) e maligna (rastrear usuários e explorar vulnerabilidades). Neste trabalho é proposto uma ferramenta que emprega Web fingerprinting para gerenciar as permissões de postagens dos usuários em ambientes de sistemas colaborativos.",Web fingerprinting,coordenação,gerenciamento,Modelo 3C de Colaboração,blog,Sistemas colaborativos,,,Português (Brasil),samantha correa,UFAM
Coordenando permissões de postagem em blogs por meio de Web fingerprinting,Artigo Completo,2017,"Web fingerprinting é uma técnica que consiste em obter caracter ísticas relacionadas ao software e hardware do dispositivo. De posse dessas características, uma chave de identificação pode ser gerada com alta probabilidade de ser única, dessa forma, identificando unicamente o usuário. Sua adoção dar-se a partir de duas perspectivas: benigna (autenticação e evitar fraudes) e maligna (rastrear usuários e explorar vulnerabilidades). Neste trabalho é proposto uma ferramenta que emprega Web fingerprinting para gerenciar as permissões de postagens dos usuários em ambientes de sistemas colaborativos.",Web fingerprinting,coordenação,gerenciamento,Modelo 3C de Colaboração,blog,Sistemas colaborativos,,,Português (Brasil),eduardo feitosa,UFAM
Coordenando permissões de postagem em blogs por meio de Web fingerprinting,Artigo Completo,2017,"Web fingerprinting é uma técnica que consiste em obter caracter ísticas relacionadas ao software e hardware do dispositivo. De posse dessas características, uma chave de identificação pode ser gerada com alta probabilidade de ser única, dessa forma, identificando unicamente o usuário. Sua adoção dar-se a partir de duas perspectivas: benigna (autenticação e evitar fraudes) e maligna (rastrear usuários e explorar vulnerabilidades). Neste trabalho é proposto uma ferramenta que emprega Web fingerprinting para gerenciar as permissões de postagens dos usuários em ambientes de sistemas colaborativos.",Web fingerprinting,coordenação,gerenciamento,Modelo 3C de Colaboração,blog,Sistemas colaborativos,,,Português (Brasil),bruno gadelha,UFAM
MASSVA: Modelo de Avaliação de Sistemas Sociais sob a ótica dos Valores humanos nas postagens dos usuários,Artigo Completo,2017,"Sistemas Sociais (SS) possibilitam experiências interativas diversas aos seus usuários, cujas postagens em linguagem natural vêm sendo exploradas para diversos fins. Este artigo propõe um modelo para a avaliação de um SS a partir da investigação de valores humanos expressos das postagens dos usuários. Dados do Twitter foram analisados, segundo os conceitos do modelo, com o propósito de verificar a utilidade de tais valores para a interação do usuário com esses SS. Os resultados apontaram para a identificação de problemas de qualidade em uso desse SS, bem como para a possibilidade de melhorias a partir da descoberta de relacionamentos entre valores pessoais e sociais, expressos nas postagens analisadas.",Sistemas Sociais,Valores Humanos,Análise de Postagens,Qualidade,Interação Usuário-Sistema,,,,Português (Brasil),denilson c. oliveira,UNIFOR
